data,id_campanha,campanha,canal,objetivo,publico,regiao,dispositivo,impressoes,cliques,leads,conversoes,novos_clientes,investimento,receita_atribuida,orcamento_diario
2025-03-22,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,15805,192,15,2,2,455.77,1244.4,965.95
2025-03-22,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,19401,432,34,6,6,775.68,3645.63,974.16
2025-03-22,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,7109,58,6,1,1,588.98,3403.36,714.42
2025-03-22,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Desktop,4597,52,9,1,1,446.9,2579.84,658.89
2025-03-22,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,29088,641,13,3,3,738.25,1621.0,991.12
2025-03-22,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,23898,574,23,2,2,859.31,1063.37,1349.24
2025-03-22,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Nordeste,Mobile,22321,2499,477,47,3,796.32,31814.93,883.2
2025-03-22,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Nordeste,Desktop,14580,1257,123,8,2,517.3,5709.11,627.6
2025-03-23,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Mobile,3621,228,21,12,9,702.81,9940.75,952.56
2025-03-23,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,6158,291,43,8,4,1010.2,8130.46,1404.35
2025-03-23,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Mobile,7566,169,14,2,2,563.3,1827.32,1114.07
2025-03-23,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Desktop,12903,361,32,11,3,661.41,9481.27,1041.39
2025-03-23,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Mobile,18828,236,18,2,2,528.02,1215.15,965.95
2025-03-23,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,16440,355,37,7,5,696.35,4863.47,974.16
2025-03-23,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Desktop,6224,57,5,1,1,565.53,3555.93,714.42
2025-03-23,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Centro-Oeste,Desktop,4548,68,11,0,0,529.81,0.0,658.89
2025-03-23,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,36020,724,21,2,1,918.67,1013.62,991.12
2025-03-23,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Tablet,25375,649,42,4,3,1058.29,1723.13,1349.24
2025-03-23,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Norte,Mobile,16778,2114,383,46,1,646.96,24900.86,883.2
2025-03-23,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,14383,1044,115,14,8,492.06,8163.41,627.6
2025-03-24,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Tablet,4504,263,35,8,4,796.94,7536.1,952.56
2025-03-24,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Tablet,6319,293,22,4,3,1311.66,3912.35,1404.35
2025-03-24,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Desktop,9500,239,17,4,3,824.21,3417.21,1114.07
2025-03-24,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,16388,557,63,15,3,1000.95,12332.94,1041.39
2025-03-24,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,27169,397,25,1,1,898.98,838.98,965.95
2025-03-24,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Mobile,23666,471,42,7,6,950.78,5036.29,974.16
2025-03-24,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Norte,Mobile,5857,57,7,0,0,593.53,0.0,714.42
2025-03-24,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,7417,90,13,0,0,753.2,0.0,658.89
2025-03-24,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,28849,737,23,2,2,839.66,757.69,991.12
2025-03-24,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,29729,796,41,6,5,1125.34,3040.63,1349.24
2025-03-24,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Norte,Desktop,20039,2083,378,34,2,709.08,21689.42,883.2
2025-03-24,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,20327,1859,255,13,4,692.44,10174.14,627.6
2025-03-25,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Mobile,4486,353,54,21,18,941.61,17681.41,952.56
2025-03-25,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Tablet,7647,328,27,10,7,1314.36,9650.56,1404.35
2025-03-25,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sul,Mobile,11804,328,35,6,2,1091.38,6500.77,1114.07
2025-03-25,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,16947,501,53,16,10,777.9,11464.95,1041.39
2025-03-25,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,26479,451,31,6,4,1014.27,4280.55,965.95
2025-03-25,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Tablet,21212,443,34,3,3,923.65,2022.91,974.16
2025-03-25,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,6959,61,6,1,1,626.76,2755.72,714.42
2025-03-25,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,6658,70,8,2,1,582.86,5830.35,658.89
2025-03-25,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Centro-Oeste,Desktop,44351,898,30,5,4,995.05,2103.65,991.12
2025-03-25,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,32196,923,37,7,7,1309.42,3751.8,1349.24
2025-03-25,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,22343,3178,567,69,10,864.66,42714.38,883.2
2025-03-25,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,15449,1311,116,11,5,540.08,7032.56,627.6
2025-03-26,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Mobile,4017,298,58,17,13,726.99,16653.69,952.56
2025-03-26,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Tablet,6895,304,39,11,9,1220.06,10406.91,1404.35
2025-03-26,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,11443,301,29,4,3,1123.13,3609.67,1114.07
2025-03-26,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,19198,584,79,24,7,1009.66,15608.07,1041.39
2025-03-26,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Norte,Desktop,20819,316,13,3,3,749.07,2103.95,965.95
2025-03-26,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Mobile,23263,372,24,10,10,787.24,6832.52,974.16
2025-03-26,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Nordeste,Desktop,8305,91,13,1,1,846.75,3505.67,714.42
2025-03-26,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Mobile,5932,71,12,4,3,597.75,11051.96,658.89
2025-03-26,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Mobile,42284,845,35,3,3,930.3,1132.64,991.12
2025-03-26,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,36295,875,31,1,1,1430.34,628.54,1349.24
2025-03-26,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,24682,2925,625,72,9,886.14,42412.58,883.2
2025-03-26,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,15010,1233,151,9,2,523.5,4492.8,627.6
2025-03-27,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Mobile,4496,316,56,22,16,901.91,20787.72,952.56
2025-03-27,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Desktop,7637,334,35,9,7,1479.76,8797.58,1404.35
2025-03-27,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Nordeste,Mobile,10322,232,17,6,3,774.66,5190.19,1114.07
2025-03-27,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,20609,605,76,21,4,1019.56,16626.52,1041.39
2025-03-27,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Mobile,20394,285,16,4,3,599.01,2898.58,965.95
2025-03-27,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,20271,412,39,4,3,809.55,3007.23,974.16
2025-03-27,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Nordeste,Mobile,6731,65,8,1,1,606.08,3420.08,714.42
2025-03-27,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,4606,73,6,0,0,551.72,0.0,658.89
2025-03-27,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Centro-Oeste,Mobile,35183,794,22,3,3,876.04,1354.06,991.12
2025-03-27,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sul,Mobile,30872,798,49,9,9,1321.26,4375.02,1349.24
2025-03-27,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Nordeste,Mobile,27130,3547,532,65,6,997.3,41797.4,883.2
2025-03-27,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Tablet,16515,1126,103,13,7,542.9,8374.47,627.6
2025-03-28,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Mobile,3821,270,32,8,4,678.2,7263.57,952.56
2025-03-28,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,7080,292,33,2,1,1240.38,2144.01,1404.35
2025-03-28,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Centro-Oeste,Mobile,10791,244,17,5,4,839.65,4956.25,1114.07
2025-03-28,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Desktop,17979,495,45,12,4,844.98,6739.2,1041.39
2025-03-28,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,25752,425,29,5,5,805.84,3519.44,965.95
2025-03-28,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,19708,345,30,2,1,685.23,1366.88,974.16
2025-03-28,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Tablet,6563,60,8,0,0,566.14,0.0,714.42
2025-03-28,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sul,Mobile,5409,53,10,1,1,409.08,2095.8,658.89
2025-03-28,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Desktop,37853,777,30,3,3,861.79,1578.43,991.12
2025-03-28,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,29036,901,56,6,5,1444.82,3541.84,1349.24
2025-03-28,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,23431,2787,521,63,6,847.32,32659.36,883.2
2025-03-28,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Nordeste,Desktop,17752,1303,154,9,5,585.34,6733.68,627.6
2025-03-29,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Mobile,3392,249,27,11,8,695.43,7836.75,952.56
2025-03-29,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Mobile,6633,278,32,14,13,1139.55,12989.57,1404.35
2025-03-29,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Centro-Oeste,Desktop,9945,216,22,3,3,658.22,2383.34,1114.07
2025-03-29,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Desktop,15302,470,58,16,7,792.34,8985.6,1041.39
2025-03-29,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Mobile,18133,312,22,3,3,606.8,1860.67,965.95
2025-03-29,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,19471,358,40,12,12,785.87,9936.15,974.16
2025-03-29,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Desktop,4381,35,2,0,0,365.78,0.0,714.42
2025-03-29,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Mobile,4827,70,8,1,0,580.32,2099.22,658.89
2025-03-29,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Desktop,36352,738,34,4,4,800.07,1782.0,991.12
2025-03-29,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sul,Mobile,22142,610,27,5,4,952.98,2638.43,1349.24
2025-03-29,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,18501,2012,418,49,5,671.22,26511.44,883.2
2025-03-29,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Nordeste,Mobile,14168,1187,113,5,2,502.06,3007.49,627.6
2025-03-30,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Desktop,3576,236,39,9,6,657.92,8533.09,952.56
2025-03-30,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Nordeste,Desktop,5717,259,23,8,6,1119.24,8239.01,1404.35
2025-03-30,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,9747,213,20,3,3,633.38,2417.17,1114.07
2025-03-30,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,12552,391,45,10,4,702.47,9361.67,1041.39
2025-03-30,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Mobile,19040,348,25,4,4,776.42,2304.39,965.95
2025-03-30,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Centro-Oeste,Desktop,16989,366,43,8,7,755.93,5287.42,974.16
2025-03-30,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Desktop,6369,52,4,0,0,555.38,0.0,714.42
2025-03-30,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Norte,Mobile,4613,55,9,1,1,483.65,3036.16,658.89
2025-03-30,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Desktop,23102,515,18,2,2,580.17,888.76,991.12
2025-03-30,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,23394,543,34,6,6,755.45,3329.7,1349.24
2025-03-30,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,18979,2006,370,42,8,680.18,22091.47,883.2
2025-03-30,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,13426,1043,115,7,4,472.82,4115.38,627.6
2025-03-31,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Mobile,5085,329,64,18,11,962.31,12879.25,952.56
2025-03-31,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Desktop,8602,343,40,10,9,1360.08,8417.61,1404.35
2025-03-31,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,9734,249,16,7,5,875.76,6013.0,1114.07
2025-03-31,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,21675,630,74,13,7,1129.28,9323.23,1041.39
2025-03-31,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Mobile,23451,384,26,4,3,893.55,2307.53,965.95
2025-03-31,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Centro-Oeste,Mobile,23399,444,41,12,9,904.79,7220.53,974.16
2025-03-31,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,5889,56,9,1,0,569.19,2925.74,714.42
2025-03-31,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Mobile,5745,69,10,2,1,562.98,5641.91,658.89
2025-03-31,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Nordeste,Mobile,31711,667,23,2,2,844.52,961.75,991.12
2025-03-31,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,31461,830,47,5,3,1309.62,2432.18,1349.24
2025-03-31,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Centro-Oeste,Mobile,26477,3175,591,75,9,947.04,55033.48,883.2
2025-03-31,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Desktop,16823,1206,129,11,5,557.06,7149.79,627.6
2025-04-01,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Desktop,4430,318,56,11,8,849.21,9290.55,952.56
2025-04-01,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Mobile,8533,322,31,9,6,1249.38,6899.86,1404.35
2025-04-01,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,10558,251,26,0,0,878.77,0.0,1114.07
2025-04-01,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sul,Mobile,16156,483,82,16,5,899.05,11266.8,1041.39
2025-04-01,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Mobile,23043,385,30,5,4,951.32,3694.2,965.95
2025-04-01,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,17167,321,33,8,7,635.58,5969.73,974.16
2025-04-01,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,7256,62,4,0,0,606.18,0.0,714.42
2025-04-01,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Desktop,6059,67,15,4,3,575.98,11467.02,658.89
2025-04-01,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Mobile,32595,768,22,4,4,855.12,1825.93,991.12
2025-04-01,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Mobile,31114,871,41,6,5,1330.93,2567.71,1349.24
2025-04-01,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Mobile,24724,2863,586,59,8,880.78,36071.5,883.2
2025-04-01,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Nordeste,Mobile,16071,1119,134,11,5,533.32,7419.36,627.6
2025-04-02,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Centro-Oeste,Desktop,4389,302,48,10,7,878.09,8991.83,952.56
2025-04-02,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Mobile,7213,296,25,10,8,1272.8,12315.34,1404.35
2025-04-02,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,8231,226,14,1,1,800.61,924.54,1114.07
2025-04-02,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Norte,Desktop,20795,563,61,22,11,969.66,15267.49,1041.39
2025-04-02,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Desktop,26995,442,33,4,4,880.11,2870.62,965.95
2025-04-02,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sudeste,Mobile,22261,379,33,3,2,823.56,2474.28,974.16
2025-04-02,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sul,Desktop,7338,86,13,1,1,828.51,3171.07,714.42
2025-04-02,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Desktop,5950,73,10,3,3,561.56,7599.53,658.89
2025-04-02,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Mobile,47600,1122,44,6,6,1275.72,2709.31,991.12
2025-04-02,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Sudeste,Mobile,36799,945,54,7,6,1406.53,3914.54,1349.24
2025-04-02,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sul,Mobile,25905,3104,605,81,11,928.5,46019.37,883.2
2025-04-02,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Desktop,12408,1016,115,12,5,449.76,7629.47,627.6
2025-04-03,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sul,Mobile,4594,250,38,9,6,678.66,6876.47,952.56
2025-04-03,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Mobile,7281,298,23,3,2,1296.54,2635.34,1404.35
2025-04-03,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Tablet,11610,331,20,2,1,1058.4,1996.61,1114.07
2025-04-03,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Mobile,20628,506,59,18,7,895.58,13793.43,1041.39
2025-04-03,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sudeste,Mobile,27112,507,33,5,3,967.53,3349.3,965.95
2025-04-03,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Centro-Oeste,Mobile,25051,482,38,4,3,978.91,2858.79,974.16
2025-04-03,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,7099,63,5,2,2,607.21,5993.79,714.42
2025-04-03,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Desktop,7472,96,15,2,2,758.65,4131.93,658.89
2025-04-03,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sul,Desktop,32232,569,11,0,0,741.47,0.0,991.12
2025-04-03,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Desktop,29366,727,45,3,3,964.96,1263.6,1349.24
2025-04-03,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Desktop,23521,2882,460,53,3,858.62,28858.06,883.2
2025-04-03,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,15947,1277,171,15,5,546.64,11342.93,627.6
2025-04-04,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Centro-Oeste,Mobile,4494,324,40,10,8,918.64,8377.98,952.56
2025-04-04,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sudeste,Tablet,8862,384,40,15,10,1546.19,15866.59,1404.35
2025-04-04,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,11199,298,19,4,4,1038.37,3102.42,1114.07
2025-04-04,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Sudeste,Mobile,18586,543,82,27,9,858.64,20720.33,1041.39
2025-04-04,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Mobile,24048,303,24,3,2,649.5,2230.54,965.95
2025-04-04,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Sul,Desktop,17812,381,40,5,4,765.04,4647.81,974.16
2025-04-04,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Desktop,7716,49,5,1,1,460.17,2873.08,714.42
2025-04-04,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Sudeste,Desktop,6734,80,5,1,1,625.8,2388.49,658.89
2025-04-04,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Mobile,33119,732,25,4,4,817.77,2167.36,991.12
2025-04-04,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Norte,Mobile,38553,1099,47,6,6,1778.16,3210.82,1349.24
2025-04-04,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Sudeste,Mobile,26163,3043,537,66,9,927.56,31402.8,883.2
2025-04-04,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,17763,1267,151,6,2,581.96,3945.18,627.6
2025-04-05,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Nordeste,Desktop,2994,191,29,9,8,534.55,8802.43,952.56
2025-04-05,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Tablet,7164,275,28,8,7,1133.11,7408.48,1404.35
2025-04-05,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Mobile,8259,198,30,9,5,661.39,6458.4,1114.07
2025-04-05,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Desktop,16038,509,49,24,12,889.98,13478.4,1041.39
2025-04-05,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Nordeste,Mobile,19733,312,16,4,3,690.05,2505.0,965.95
2025-04-05,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Nordeste,Mobile,16360,385,32,7,7,812.05,4765.4,974.16
2025-04-05,LNK-001,Demo B2B,LinkedIn Ads,Leads,Decisores B2B,Sudeste,Mobile,5242,37,3,1,1,340.72,3703.55,714.42
2025-04-05,LNK-002,Webinar Executivo,LinkedIn Ads,Leads,Liderancas,Nordeste,Desktop,4813,44,7,0,0,392.24,0.0,658.89
2025-04-05,TTK-001,Video Descoberta,TikTok Ads,Alcance,Publico jovem,Sudeste,Desktop,27612,549,19,3,3,572.02,1448.03,991.12
2025-04-05,TTK-002,Criadores e Reviews,TikTok Ads,Conversoes,Engajados,Nordeste,Mobile,22605,660,38,7,6,981.3,4505.73,1349.24
2025-04-05,EML-001,Oferta Base Ativa,Email Marketing,Receita,Clientes ativos,Nordeste,Desktop,22288,2616,443,47,6,807.36,31681.04,883.2
2025-04-05,EML-002,Nutricao de Leads,Email Marketing,Conversoes,Leads em nutricao,Sudeste,Mobile,15334,1067,140,12,6,513.38,6574.53,627.6
2025-04-06,GGL-001,Pesquisa Marca,Google Ads,Conversoes,Alta intencao,Sudeste,Desktop,2959,241,51,10,6,660.57,10180.19,952.56
2025-04-06,GGL-002,Pesquisa Generica,Google Ads,Conversoes,Intencao ampla,Sul,Mobile,5954,262,35,10,7,1016.61,10138.05,1404.35
2025-04-06,GGL-003,Performance Max,Google Ads,Receita,Multicanal,Sudeste,Desktop,9795,274,28,6,5,907.59,5477.44,1114.07
2025-04-06,MET-001,Remarketing Social,Meta Ads,Conversoes,Visitantes do site,Nordeste,Mobile,14466,391,47,8,5,695.76,5046.63,1041.39
2025-04-06,MET-002,Prospeccao Interesses,Meta Ads,Leads,Interesses,Sul,Mobile,20969,344,18,5,3,763.02,2990.43,965.95
2025-04-06,MET-003,Publico Lookalike,Meta Ads,Leads,Semelhantes,Centro-Oeste,Mobile,18803,382,31,5,3,771.65,3890.17,974.16
